City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,forster,-32.1667,152.5167,24.22,82,91,4.14,AU,1733026835
291,nenagh bridge,52.8817,-8.1958,10.66,93,100,3.82,IE,1733026837
292,merizo village,13.2658,144.6691,31.31,84,79,6.24,GU,1733026839
293,nehe,48.4833,124.8333,-10.46,95,100,4.45,CN,1733026840
294,nova sintra,14.8667,-24.7167,26.11,72,92,7.26,CV,1733026841
295,sisimiut,66.9395,-53.6735,-11.42,77,100,4.47,GL,1733026842
296,trincomalee,8.5711,81.2335,28.2,73,33,8.4,LK,1733026844
297,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-1.36,84,100,5.2,RU,1733026845
298,severo-yeniseyskiy,60.3725,93.0408,-17.49,86,40,1.56,RU,1733026847
299,juticalpa,14.65,-86.2,21.11,83,98,1.98,HN,1733026848
300,porto novo,6.4965,2.6036,24.9,52,82,2.05,BJ,1733026849
301,vilyuysk,63.7553,121.6247,-27.73,96,99,2.8,RU,1733026851
302,potsdam,52.3989,13.0657,1.16,94,5,2.1,DE,1733026852
303,sola,-13.8833,167.55,27.72,72,24,4.18,VU,1733026853
304,gushu,31.5598,118.4829,17.6,34,0,5.32,CN,1733026854
305,labasa,-16.4167,179.3833,26.88,80,99,2.56,FJ,1733026855
306,sechura,-5.5569,-80.8222,20.45,80,95,5.33,PE,1733026856
307,puerto deseado,-47.7503,-65.8938,10.83,71,77,10.54,AR,1733026857
308,balabac,7.9868,117.0645,29.05,68,100,2.28,PH,1733026858
309,najran,17.4924,44.1277,14.66,70,24,0.63,SA,1733026859
310,tame,6.461,-71.73,24.57,68,68,1.92,CO,1733026860
311,hilo,19.7297,-155.09,22.85,84,75,2.57,US,1733026829
312,lemoore station,36.2633,-119.9048,10.02,87,0,0.0,US,1733026862
313,halmeu,47.9667,23.0167,3.38,85,3,1.91,RO,1733026863
314,kolonia town,6.964,158.206,29.06,79,100,6.69,FM,1733026864
315,alice springs,-23.7,133.8833,34.75,26,75,3.09,AU,1733026866
316,dunay,42.8803,132.3375,-1.12,44,43,4.27,RU,1733026867
317,hamilton,39.1834,-84.5333,-0.09,88,100,3.6,US,1733026868
318,usinsk,65.9939,57.5281,-9.78,92,86,6.9,RU,1733026869
319,nyurba,63.2842,118.3319,-32.04,98,74,1.65,RU,1733026870
320,qui nhon,13.7667,109.2333,25.31,77,74,5.16,VN,1733026871
321,itoman,26.1247,127.6694,23.21,53,40,3.09,JP,1733026872
322,tympaki,35.0729,24.7685,17.61,83,59,7.71,GR,1733026874
323,padre paraiso,-17.0742,-41.4844,19.23,98,100,1.4,BR,1733026875
324,aurora,39.7294,-104.8319,4.11,54,75,2.57,US,1733026876
325,nova vicosa,-17.8919,-39.3719,25.0,82,100,5.19,BR,1733026877
326,castillos,-34.1667,-53.8333,13.64,81,62,2.4,UY,1733026878
327,kupang,-10.1667,123.5833,32.32,74,75,4.12,ID,1733026219
328,ardestan,33.3761,52.3694,4.33,49,0,0.71,IR,1733026881
329,caucete,-31.6518,-68.2811,21.79,72,0,1.12,AR,1733026882
330,komsomolets,53.7453,62.0708,-8.09,90,20,3.1,KZ,1733026883
331,sanchor,24.7553,71.7722,22.4,23,1,0.49,IN,1733026884
332,ust'-ilimsk,58.0006,102.6619,-21.28,96,34,0.71,RU,1733026885
333,masvingo,-20.0637,30.8277,16.34,56,36,1.63,ZW,1733026886
334,fort st. john,56.2499,-120.8529,-26.06,76,20,1.03,CA,1733026887
335,thinadhoo,0.5333,72.9333,27.78,77,100,8.66,MV,1733026888
336,toliara,-23.35,43.6667,23.35,64,0,5.91,MG,1733026889
337,polyarnyy,69.1989,33.4478,-9.3,85,75,5.55,RU,1733026890
338,gizo,-8.103,156.8419,28.91,71,100,1.09,SB,1733026891
339,petoskey,45.3733,-84.9553,-2.66,88,97,3.58,US,1733026892
340,choiseul,48.0588,5.5668,-0.67,72,19,2.16,FR,1733026893
341,saint-francois,46.4154,3.9054,0.69,100,100,2.06,FR,1733026894
342,lincoln city,44.9582,-124.0179,5.39,87,73,3.13,US,1733026649
343,happy valley-goose bay,53.3168,-60.3315,-2.83,86,20,6.17,CA,1733026897
344,sinop,41.7711,34.8709,1.04,78,8,2.98,TR,1733026898
345,kutum,14.2,24.6667,10.84,40,4,2.27,SD,1733026899
346,papao,-17.75,-149.55,27.82,71,64,1.65,PF,1733026900
347,sabang,5.8933,95.3214,25.3,89,100,5.63,ID,1733026901
348,pestovo,58.5938,35.8024,2.61,87,100,5.29,RU,1733026903
349,horta,38.5333,-28.6333,16.68,81,98,2.68,PT,1733026904
350,birao,10.2849,22.7882,16.14,32,15,2.53,CF,1733026905
351,doka,13.5167,35.7667,21.49,38,9,4.13,SD,1733026906
352,fort bragg,35.139,-79.006,-1.09,86,20,0.0,US,1733026616
353,kilju,40.9642,129.3278,6.19,36,2,2.74,KP,1733026908
354,meulaboh,4.1363,96.1285,24.61,90,100,3.14,ID,1733026910
355,sinabang,2.4803,96.3801,27.58,79,100,3.47,ID,1733026911
356,acireale,37.6125,15.1663,8.22,71,0,4.63,IT,1733026912
357,naze,28.3667,129.4833,21.51,63,44,1.65,JP,1733026913
358,aban,56.67,96.06,-13.6,81,7,2.73,RU,1733026914
359,laranjeiras do sul,-25.4078,-52.4161,20.37,88,100,1.44,BR,1733026915
360,shibata,37.95,139.3333,10.93,66,75,6.69,JP,1733026916
361,parauapebas,-6.0675,-49.9022,25.04,66,28,0.28,BR,1733026917
362,baiyin,36.5583,104.2081,3.97,28,0,5.87,CN,1733026918
363,palmer,42.1584,-72.3287,-1.72,69,100,1.54,US,1733026919
364,timbuktu,16.7735,-3.0074,18.68,14,35,4.18,ML,1733026920
365,muravlenko,63.7898,74.523,-8.92,94,95,7.04,RU,1733026921
366,altamira,-3.2033,-52.2064,26.1,68,92,2.2,BR,1733026922
367,drayton valley,53.2168,-114.9854,-16.3,97,100,1.76,CA,1733026804
368,yamada,39.4667,141.95,7.24,44,0,3.35,JP,1733026925
369,darab,28.7519,54.5444,10.65,26,0,2.89,IR,1733026926
370,dera ghazi khan,30.0561,70.6348,20.81,26,4,0.66,PK,1733026927
371,el porvenir,13.7617,-87.3458,20.92,80,36,2.79,HN,1733026928
372,salalah,17.0151,54.0924,26.05,36,0,6.17,OM,1733026929
373,baise city,23.8997,106.6133,21.86,99,27,1.76,CN,1733026930
374,gadzhiyevo,69.2551,33.3362,-8.7,84,81,6.33,RU,1733026931
375,guapo,-16.8306,-49.5319,20.87,95,95,1.4,BR,1733026932
376,al muwayh,22.4333,41.7583,18.08,56,0,2.14,SA,1733026933
377,enoch,37.7733,-113.0244,3.04,69,0,3.09,US,1733026934
378,puerto aysen,-45.4,-72.7,7.49,99,100,2.18,CL,1733026935
379,mariana,-20.3778,-43.4161,20.08,98,84,1.31,BR,1733026936
380,dudinka,69.4058,86.1778,-10.05,81,100,13.06,RU,1733026937
381,mezhdurechensk,53.6942,88.0603,-3.93,93,89,0.97,RU,1733026939
382,estevan,49.1334,-102.9842,-17.66,78,0,1.54,CA,1733026940
383,sefwi wiawso,6.2044,-2.4886,19.67,71,3,0.68,GH,1733026941
384,mermoz boabab,14.7065,-17.4758,25.78,43,100,5.99,SN,1733026942
385,tuy hoa,13.0833,109.3,24.95,79,100,3.54,VN,1733026943
386,nuuk,64.1835,-51.7216,-2.66,59,75,7.2,GL,1733026944
387,mirny,62.5353,113.9611,-31.45,98,34,1.24,RU,1733026869
388,la manga del mar menor,37.6413,-0.7165,15.15,94,100,2.06,ES,1733026946
389,molde,62.7375,7.1591,2.91,100,97,3.6,NO,1733026947
390,tanjung selor,2.8372,117.3642,25.53,94,100,0.3,ID,1733026949
391,mazar-e sharif,36.709,67.1109,8.21,64,98,6.02,AF,1733026950
392,burley,42.5357,-113.7928,-3.02,80,0,0.0,US,1733026719
393,puerto armuelles,8.2833,-82.8667,26.16,85,100,0.45,PA,1733026952
394,kikvidze,50.7416,43.0518,-5.6,97,9,1.37,RU,1733026953
395,touros,-5.1989,-35.4608,24.88,79,45,4.27,BR,1733026955
396,quesnel,52.9999,-122.5029,-7.72,79,100,2.06,CA,1733026957
397,svetlyy,54.675,20.1347,3.66,79,100,5.38,RU,1733026958
398,khabarovsk,48.4808,135.0928,-9.11,57,0,8.0,RU,1733026960
399,tazacorte,28.629,-17.9293,18.97,46,0,3.58,ES,1733026961
400,taos,36.4072,-105.5731,1.36,30,0,3.13,US,1733026962
401,bembereke,10.2283,2.6634,18.12,36,84,2.26,BJ,1733026963
402,zheleznovodsk,44.1394,43.0197,-1.77,100,100,4.0,RU,1733026964
403,vila velha,-20.3297,-40.2925,24.97,94,100,2.06,BR,1733026965
404,birzebbuga,35.8258,14.5269,13.38,58,20,4.63,MT,1733026966
405,goure,13.9835,10.2704,14.5,31,55,4.51,NE,1733026968
406,fisterra,42.9049,-9.2629,15.82,92,100,7.35,ES,1733026969
407,acapulco de juarez,16.8634,-99.8901,25.9,89,0,2.06,MX,1733026755
408,al hamul,31.3115,31.1477,13.79,83,0,1.01,EG,1733026971
409,rurrenabaque,-14.4413,-67.5278,25.03,79,90,0.71,BO,1733026972
410,gifford,27.6753,-80.4092,16.02,82,20,4.12,US,1733026973
411,kununurra,-15.7667,128.7333,35.99,52,20,3.6,AU,1733026974
412,sirte,31.2089,16.5887,18.23,64,64,7.28,LY,1733026975
413,nanning,22.8167,108.3167,23.25,40,64,4.06,CN,1733026976
414,inarajan village,13.2736,144.7484,31.54,84,78,6.38,GU,1733026977
415,sungailiat,-1.85,106.1333,31.3,63,100,1.25,ID,1733026978
416,new norfolk,-42.7826,147.0587,26.62,39,76,5.14,AU,1733026979
417,west end,26.6833,-78.9667,21.92,83,98,9.11,BS,1733026982
418,tofol,5.3248,163.0078,30.88,70,100,1.54,FM,1733026983
419,conception bay south,47.4999,-52.9981,4.53,97,100,3.71,CA,1733026984
420,melfort,52.8667,-104.6177,-21.93,77,100,0.0,CA,1733026985
421,erdenet,49.0333,104.0833,-11.87,40,21,1.36,MN,1733026986
422,broome,42.2506,-75.833,-4.05,73,100,5.66,US,1733026987
423,pandan,14.0453,124.1694,26.09,91,100,5.57,PH,1733026988
424,coquimbo,-29.9533,-71.3436,12.85,94,0,1.03,CL,1733026989
425,bloemfontein,-29.1211,26.214,12.71,41,0,0.51,ZA,1733026990
426,ta`u,-14.2336,-169.5144,28.02,75,100,4.23,AS,1733026991
427,argo,37.6333,22.7333,12.18,72,56,2.77,GR,1733026992
428,grande prairie,55.1667,-118.8027,-25.9,84,75,2.06,CA,1733026624
429,bubaque,11.2833,-15.8333,28.38,49,80,2.91,GW,1733026994
430,cold lake,54.4502,-110.2017,-20.03,84,75,0.0,CA,1733026995
431,tromso,69.6496,18.957,-2.99,86,40,4.63,NO,1733026997
432,tibati,6.4667,12.6333,18.36,38,9,1.36,CM,1733026998
433,eyl,7.9803,49.8164,25.33,68,45,7.53,SO,1733026999
434,zaysan,47.4667,84.8667,-0.91,88,100,0.55,KZ,1733027000
435,caririacu,-7.0422,-39.2836,25.05,65,40,3.09,BR,1733027001
436,costa rica,-23.4167,-54.65,24.66,80,100,1.83,BR,1733027002
437,barra de santo antonio,-9.4047,-35.5072,23.71,80,98,4.75,BR,1733027003
438,greymouth,-42.4667,171.2,17.96,62,8,2.41,NZ,1733027004
439,kristiansund,63.1115,7.732,8.36,81,75,4.12,NO,1733027005
440,oyama,36.3,139.8,15.21,29,0,3.92,JP,1733027006
441,nawabganj,24.5911,88.271,22.98,43,98,3.24,BD,1733027007
442,al kharj,24.155,47.3346,13.32,38,0,1.88,SA,1733027008
443,keetmanshoop,-26.5833,18.1333,19.51,34,0,3.09,NA,1733027009
444,cua,10.1589,-66.8858,23.68,95,100,1.32,VE,1733027010
445,ancud,-41.8697,-73.8203,10.75,84,75,5.05,CL,1733027011
446,margate,51.3813,1.3862,9.37,88,100,1.34,GB,1733027013
447,malvan,16.0667,73.4667,27.03,54,66,3.68,IN,1733027014
448,bonthe,7.5264,-12.505,25.57,81,76,1.21,SL,1733027015
449,igarka,67.4667,86.5833,-10.37,87,100,11.9,RU,1733027016
450,chui,-33.6971,-53.4616,14.84,79,77,3.04,UY,1733027017
451,westfield,42.1251,-72.7495,-1.65,75,40,2.57,US,1733027018
452,zakamensk,50.3741,103.2863,-11.07,42,0,1.04,RU,1733027019
453,cozumel,20.5083,-86.9458,23.86,93,14,5.35,MX,1733027020
454,punaauia,-17.6333,-149.6,27.8,74,68,5.14,PF,1733027021
455,tucupita,9.0622,-62.051,23.54,93,45,2.04,VE,1733027022
456,dhidhdhoo,6.8833,73.1,28.12,63,55,8.05,MV,1733027023
457,haiku-pauwela,20.9219,-156.3051,23.36,76,20,5.36,US,1733027024
458,iwanai,42.9744,140.5089,3.46,66,99,8.03,JP,1733027025
459,bir el hafey,34.9321,9.1932,12.12,63,78,0.26,TN,1733027026
460,flying fish cove,-10.4217,105.6791,28.04,76,81,1.51,CX,1733027028
461,santiago de cao,-7.9589,-79.2392,17.07,88,75,3.6,PE,1733027029
462,lionel town,17.8101,-77.2406,24.1,91,9,2.08,JM,1733027030
463,sao joao da barra,-21.6403,-41.0511,23.91,92,100,3.93,BR,1733027031
464,gurupi,-11.7292,-49.0686,22.86,95,100,1.5,BR,1733026890
465,obo,5.3998,26.4869,18.63,44,23,1.43,CF,1733027033
466,kisangani,0.5167,25.2,22.28,86,99,0.99,CD,1733027034
467,grand falls-windsor,48.9332,-55.6649,-2.5,93,8,2.84,CA,1733027035
468,manacapuru,-3.2997,-60.6206,27.46,55,16,1.78,BR,1733027036
469,eirunepe,-6.6603,-69.8736,23.03,95,45,1.07,BR,1733027037
470,kotlas,61.2611,46.6556,-3.48,95,100,3.73,RU,1733027038
471,ljusdal,61.8288,16.0913,4.01,94,75,3.29,SE,1733027039
472,doctor alberto oviedo mota,32.2275,-115.1697,17.58,13,5,2.79,MX,1733027040
473,lichtaart,51.2241,4.9199,4.47,84,2,2.86,BE,1733027041
474,lubuklinggau,-3.3,102.8667,30.56,56,100,1.25,ID,1733027043
475,kargasok,59.0556,80.8572,-6.44,94,100,3.27,RU,1733027044
476,colac,-38.3333,143.5833,15.58,96,100,5.15,AU,1733027045
477,olyokminsk,60.3736,120.4264,-22.57,92,100,3.03,RU,1733027047
478,la toma,-33.0526,-65.6238,17.49,87,98,7.39,AR,1733027048
479,port douglas,-16.4833,145.4667,28.67,77,44,2.59,AU,1733027049
480,boa vista,2.8197,-60.6733,27.99,69,0,3.09,BR,1733027050
481,mukalla,14.5425,49.1242,24.86,66,16,0.65,YE,1733027052
482,mount isa,-20.7333,139.5,32.87,40,100,2.57,AU,1733027053
483,sampit,-2.5333,112.95,33.9,49,71,1.62,ID,1733027054
484,banfora,10.6333,-4.7667,19.37,27,7,2.31,BF,1733027056
485,ulladulla,-35.35,150.4667,27.78,47,100,2.4,AU,1733027057
486,vila franca do campo,37.7167,-25.4333,18.27,99,93,4.38,PT,1733027058
487,castro,-24.7911,-50.0119,20.12,86,99,4.91,BR,1733027059
488,kuta,-8.7233,115.1723,28.97,74,40,3.09,ID,1733027060
489,mananjary,-21.2167,48.3333,19.54,93,100,5.09,MG,1733027061
490,ilebo,-4.3167,20.5833,20.92,99,99,0.24,CD,1733027062
491,ceerigaabo,10.6162,47.368,14.77,36,59,3.32,SO,1733027063
492,maracas,-13.4411,-40.4308,18.07,94,65,1.47,BR,1733027064
493,sao raimundo nonato,-9.0153,-42.6994,25.69,48,96,0.61,BR,1733027065
494,antsiranana,-12.2787,49.2917,26.25,77,76,1.58,MG,1733027066
495,aleksandrovsk,59.158,57.5624,-11.5,100,100,1.49,RU,1733027067
496,bo phloi,14.3236,99.5161,27.13,59,84,2.89,TH,1733027068
497,banff,51.1762,-115.5698,-2.79,80,98,3.09,CA,1733027070
498,taoudenni,22.6783,-3.9836,17.25,22,60,4.5,ML,1733027071
499,chonchi,-42.6128,-73.8092,10.07,95,93,1.85,CL,1733027072
500,thunder bay,48.4001,-89.3168,-6.01,73,100,5.66,CA,1733027073
501,mozarlandia,-14.7447,-50.5706,22.66,86,51,0.72,BR,1733027074
502,zabol,32.25,67.25,7.99,63,10,2.56,AF,1733027075
503,labrador city,52.9463,-66.9114,-6.05,89,100,9.39,CA,1733027076
504,puerto colombia,10.9878,-74.9547,29.05,84,52,5.13,CO,1733027077
505,island harbour,50.724,-1.2758,13.32,72,100,5.36,GB,1733027078
506,puerto baquerizo moreno,-0.9,-89.6,20.94,84,76,4.68,EC,1733027079
507,shingu,33.7333,135.9833,14.91,51,1,2.12,JP,1733027082
508,lucapa,-8.4192,20.7447,18.69,98,100,1.12,AO,1733027083
509,alofi,-19.0595,-169.9187,24.94,94,75,4.63,NU,1733027084
510,pangody,65.85,74.4859,-8.19,93,100,7.39,RU,1733027085
511,timimoun,29.2639,0.231,9.21,49,0,3.09,DZ,1733027086
512,soanindrariny,-19.9049,47.2352,13.69,95,100,1.55,MG,1733027087
513,chandler,33.3062,-111.8412,18.71,36,0,0.0,US,1733026494
514,palikir - national government center,6.9248,158.1611,28.47,79,100,6.69,FM,1733027089
515,maputo,-25.9653,32.5892,21.82,83,75,1.54,MZ,1733027090
516,mana,5.6592,-53.7767,25.12,88,16,3.99,GF,1733027091
517,usogorsk,63.4106,48.6872,-8.67,93,100,3.34,RU,1733027092
518,thurso,58.5927,-3.5259,12.14,78,100,6.08,GB,1733027093
519,bjerringbro,56.378,9.6607,6.86,95,100,4.08,DK,1733027094
520,dame-marie,18.5667,-74.4167,25.73,86,9,4.17,HT,1733027095
521,carros,43.7894,7.184,8.44,72,0,6.17,FR,1733027097
522,morondava,-20.2833,44.2833,26.45,62,4,3.02,MG,1733027098
523,yanam,16.7333,82.2167,25.23,89,100,4.9,IN,1733027099
524,luderitz,-26.6481,15.1594,15.99,65,13,8.85,NA,1733027101
525,wladyslawowo,54.7909,18.4009,4.41,78,100,4.55,PL,1733027102
526,sinjai,-5.1241,120.253,25.29,92,100,1.25,ID,1733027103
527,dikhil,11.5,42.1667,21.56,64,22,1.32,DJ,1733027104
528,constantia,44.1833,28.65,4.38,75,100,9.47,RO,1733027106
529,pudasjarvi,65.3833,26.9167,-1.46,97,100,1.05,FI,1733027108
530,karratha,-20.7377,116.8463,33.76,42,90,8.24,AU,1733027109
531,hailey,43.5196,-114.3153,-3.08,74,0,3.09,US,1733027110
532,victoria point,-27.5833,153.3,25.51,93,93,0.89,AU,1733027111
533,ascoli piceno,42.8548,13.5749,8.34,76,100,2.24,IT,1733027112
534,omaruru,-21.4333,15.9333,22.08,23,19,1.57,NA,1733027113
535,nova xavantina,-14.6667,-52.35,22.44,94,71,0.87,BR,1733027114
536,charleston,32.7766,-79.9309,1.1,85,0,0.0,US,1733027115
537,berezovyy,51.6667,135.7,-4.87,78,100,1.59,RU,1733027116
538,la'ie,21.6477,-157.9253,24.66,78,21,0.89,US,1733027117
539,keflavik,64.0049,-22.5624,-3.76,58,40,11.32,IS,1733027118
540,kayangel,8.0823,134.7173,29.22,77,28,6.43,PW,1733027119
541,kara-balta,42.8142,73.8481,4.45,85,99,2.59,KG,1733027121
542,ajdabiya,30.7554,20.2263,16.31,61,20,4.37,LY,1733027122
543,bamboo flat,11.7,92.7167,29.05,79,40,2.57,IN,1733027123
544,east london,-33.0153,27.9116,18.52,82,75,1.54,ZA,1733027124
545,makhambet,47.6667,51.5833,-1.73,90,81,3.08,KZ,1733027125
546,cidade velha,14.9167,-23.6167,23.26,83,0,4.12,CV,1733027126
547,howard springs,-12.497,131.047,32.95,55,100,1.63,AU,1733027127
548,presidente medici,-11.1753,-61.9014,23.09,98,100,1.88,BR,1733027128
549,flin flon,54.7682,-101.865,-17.61,100,88,1.35,CA,1733027129
550,klaksvik,62.2266,-6.589,8.85,97,100,8.94,FO,1733027130
551,dondo,-19.6094,34.7431,22.73,76,46,1.77,MZ,1733027131
552,yerofey pavlovich,53.9667,121.9667,-17.3,69,100,2.31,RU,1733027132
553,poronaysk,49.2167,143.1167,1.31,70,43,3.48,RU,1733027133
554,ahmadpur,18.7,76.9333,22.02,61,100,4.37,IN,1733027135
555,abbadia san salvatore,42.8821,11.6695,3.48,78,61,5.09,IT,1733027136
556,chibougamau,49.9168,-74.3659,-7.21,93,100,2.57,CA,1733027137
557,dapa,9.7594,126.0531,27.77,77,100,1.33,PH,1733027138
558,el fasher,13.6279,25.3494,14.41,32,4,2.46,SD,1733027139
559,veinticinco de mayo,-35.4323,-60.1727,18.32,86,99,2.68,AR,1733027140
560,lagunas,-5.2269,-75.6753,23.62,81,74,0.98,PE,1733027141
561,sevsk,52.1491,34.4926,-2.15,95,87,1.9,RU,1733027142
562,cassilandia,-19.1133,-51.7342,23.72,90,100,0.67,BR,1733027143
563,chulym,55.0997,80.9572,-17.69,97,69,2.73,RU,1733027144
564,malango,-2.9627,119.9001,22.38,93,100,0.82,ID,1733027145
565,buka,40.8108,69.1986,6.86,85,87,3.94,UZ,1733027146
566,magadan,59.5667,150.8,-2.19,87,100,5.52,RU,1733027148
567,sabak bernam,3.7698,100.9879,24.06,97,100,2.04,MY,1733027150
568,namsos,64.4662,11.4957,5.95,100,100,2.57,NO,1733027151
569,kuqa,41.7278,82.9364,1.37,58,68,0.44,CN,1733027152
570,guerrero negro,27.9769,-114.0611,18.4,61,100,3.34,MX,1733027153
571,kings park,40.8862,-73.2573,-0.21,61,20,4.12,US,1733027154
572,egilsstadir,65.2653,-14.3948,-4.05,93,100,12.86,IS,1733027155
573,dongsheng,39.8161,109.9776,-0.36,39,9,7.62,CN,1733027156
574,ishigaki,24.3448,124.1572,25.07,53,20,4.63,JP,1733027157
575,edson,53.5835,-116.4356,-17.92,78,100,2.57,CA,1733027158
576,cambria,35.5641,-121.0808,13.36,62,100,0.45,US,1733027159
